chinese_,chinese
穿越荒野的必备物，方便的随身医疗产品,穿越荒野的必備物，方便的隨身醫療產品
能够减少人们受到的辐射伤害,能夠減少人們受到的輻射傷害
精神药品，慎重使用,精神藥品，慎重使用
心脏起搏器,心臟起搏器
提前了解敌人方位,提前了解敵人方位
清楚照亮前方的路,清楚照亮前方的路
可以透彻的看见敌人的弱点,可以透徹的看見敵人的弱點
能将自己拉向目标,能將自己拉向目標
电子探矿器材，新时代的产物,電子探礦器材，新時代的產物
科技产品，有一定磁性的手套,科技產品，有一定磁性的手套
有机械产品的必备之物，润滑机械减少摩擦损耗,有機械產品的必備之物，潤滑機械減少摩擦損耗
有机械产品的必备之物，能够及时修复部分损耗,有機械產品的必備之物，能夠及時修復部分損耗
新兴科技产物，能投提供较全的敌人信息,新興科技產物，能投提供較全的敵人信息
高科技产物，隐蔽而小巧，善于获取保密信息,高科技產物，隱蔽而小巧，善於獲取保密信息
热感型装置，是能够定位敌人的科技产物,熱感型裝置，是能夠定位敵人的科技產物
战略防护装置，保护我方重要物品,戰略防護裝置，保護我方重要物品
辅助性机器人，提供若干技术支持,輔助性機器人，提供若幹技術支持
粗糙的产物，攻击力不高，杀伤力也不强,粗糙的產物，攻擊力不高，殺傷力也不強
捕兽陷阱，越是挣扎越会受到伤害,捕獸陷阱，越是掙紮越會受到傷害
有剧毒，一定要小心,有劇毒，一定要小心
从古代猎人传承而来的神器物品。,從古代獵人傳承而來的神器物品。
和回旋镖类似但危险要大很多,和回旋鏢類似但危險要大很多
隐蔽的杀人利器,隱蔽的殺人利器
据说发明它的灵感来源于一类稀有昆虫，可惜现在已经很难找到了,據說發明它的靈感來源於一類稀有昆蟲，可惜現在已經很難找到了
强力的杀伤物品，每一个碎片仿佛能刺痛人的灵魂,強力的殺傷物品，每一個碎片仿佛能刺痛人的靈魂
带有辐射的飞镖，被击中后死亡是最不痛苦的选择,帶有輻射的飛鏢，被擊中後死亡是最不痛苦的選擇
变异领主的尖刺，有强烈的毒性,變異領主的尖刺，有強烈的毒性
科技产物，灵活迅捷的机械狗,科技產物，靈活迅捷的機械狗
小心别被它埋伏到，不然可能就是四分五裂的结果,小心別被它埋伏到，不然可能就是四分五裂的結果
简易的范围伤害用具,簡易的範圍傷害用具
溶解成一滩液体,溶解成一灘液體
能够使敌人精神错乱，互相攻击,能夠使敵人精神錯亂，互相攻擊
又呛又刺激的炸弹，他更注重让人丧失抵抗而不是杀伤,又嗆又刺激的炸彈，他更註重讓人喪失抵抗而不是殺傷
残忍的武器，被它击中后，哪怕侥幸生还也会留下严重后果,殘忍的武器，被它擊中後，哪怕僥幸生還也會留下嚴重後果
爆炸后会溅起可燃性液体，令敌人痛不欲生,爆炸後會濺起可燃性液體，令敵人痛不欲生
他拥有炫目的光芒，令人麻痹的痛苦,他擁有炫目的光芒，令人麻痹的痛苦
能够短时间冻僵敌人,能夠短時間凍僵敵人
通过爆炸发出强烈引爆，真晕甚至击杀敌人,通過爆炸發出強烈引爆，真暈甚至擊殺敵人
爆炸后会溅出腐蚀液体,爆炸後會濺出腐蝕液體
爆炸后会产生幻觉强烈干扰精神甚至击杀敌人,爆炸後會產生幻覺強烈幹擾精神甚至擊殺敵人
娱乐的好用具,娛樂的好用具
刻有名字的铭牌,刻有名字的銘牌
对于新人的祝福,對於新人的祝福
带给人以最大的精神慰藉,帶給人以最大的精神慰藉
里面藏着或快乐或痛苦的回忆,裏面藏著或快樂或痛苦的回憶
似乎已经听不到声音了,似乎已經聽不到聲音了
正面：克莱恩·莫雷蒂 95：CO~反面：安，我爱你。。,正面：克萊恩·莫雷蒂 95：CO~反面：安，我愛你。。
雪茄的好伴侣,雪茄的好伴侶
象征性大与实际意义的子弹,象征性大與實際意義的子彈
它的主人是虔诚的基督教徒,它的主人是虔誠的基督教徒
闪亮亮的外表下流淌着它主人多年努力的汗水,閃亮亮的外表下流淌著它主人多年努力的汗水
光亮美丽的戒指，比戒指更美的是它主人爱情,光亮美麗的戒指，比戒指更美的是它主人愛情
并不厚重的书本，承载着几代人厚重的虔诚。,並不厚重的書本，承載著幾代人厚重的虔誠。
第一页简介：不要来废土。。。,第一頁簡介：不要來廢土。。。
结构密集的盾牌,結構密集的盾牌
精钢千锤百炼而成的盾牌,精鋼千錘百煉而成的盾牌
不用担心它会不会不结实，只要你能承受它的重量,不用擔心它會不會不結實，只要你能承受它的重量
强盗的专属，可惜它的主人对进攻的热爱远远大于防御,強盜的專屬，可惜它的主人對進攻的熱愛遠遠大於防禦
说起来令人忍俊不禁，它的主人往往把它当飞镖攻击敌人,說起來令人忍俊不禁，它的主人往往把它當飛鏢攻擊敵人
用铁链将人和盾牌链接起来，粗糙的制作，却有着优秀的防御,用鐵鏈將人和盾牌鏈接起來，粗糙的製作，卻有著優秀的防禦
结实的大盾仿佛能拦截每一颗子弹,結實的大盾仿佛能攔截每一顆子彈
厚重的合金盾牌，战场生存的利器,厚重的合金盾牌，戰場生存的利器
吹出强力的风改变弹道,吹出強力的風改變彈道
射线类武器的克星,射線類武器的克星
这个盾牌像一条在喷火的龙头，比它外形更夸张的是它的防御力,這個盾牌像一條在噴火的龍頭，比它外形更誇張的是它的防禦力
厚重结实的盾牌,厚重結實的盾牌
格外轻盈的盾牌，但防御力很高,格外輕盈的盾牌，但防禦力很高
装备制作里程碑相关的翻译》↓,裝備製作裏程碑相關的翻譯》↓
解锁图纸,解鎖圖紙
售价提升,售價提升
制作耗时,製作耗時
节约配件,節約配件
资源节省,資源節省
高品质概率,高品質概率
装备类型相关的翻译》↓,裝備類型相關的翻譯》↓
利刃,利刃
钝器,鈍器
弓弩,弓弩
轻型武器,輕型武器
步枪,步槍
重型武器,重型武器
狙击枪,狙擊槍
霰弹枪,霰彈槍
轻型护甲,輕型護甲
重型护甲,重型護甲
便衣,便衣
头盔,頭盔
帽子,帽子
轻装裤,輕裝褲
重装裤,重裝褲
鞋子,鞋子
靴子,靴子
药品,藥品
工具,工具
暗器,暗器
投掷类,投擲類
首饰,首飾
盾牌,盾牌
家具名字相关的翻译》↓,家具名字相關的翻譯》↓
地板1,地板1
地板2,地板2
地板3,地板3
墙壁1,墻壁1
墙壁2,墻壁2
初级柜台,初級櫃臺
中级柜台,中級櫃臺
高级柜台,高級櫃臺
小地毯,小地毯
大地毯,大地毯
武器板,武器板
海报1,海報1
海报2,海報2
壁炉,壁爐
墙饰1,墻飾1
墙饰2,墻飾2
油箱,油箱
子弹箱,子彈箱
地牢1,地牢1
地牢2,地牢2
初级铁矿箱,初級鐵礦箱
中级铁矿箱,中級鐵礦箱
高级铁矿箱,高級鐵礦箱
初级木材架,初級木材架
中级木材架,中級木材架
高级木材架,高級木材架
初级皮革架,初級皮革架
中级皮革架,中級皮革架
高级皮革架,高級皮革架
初级化学药剂柜,初級化學藥劑櫃
中级化学药剂柜,中級化學藥劑櫃
高级化学药剂柜,高級化學藥劑櫃
初级钢材架,初級鋼材架
中级钢材架,中級鋼材架
高级钢材架,高級鋼材架
初级橡胶架,初級橡膠架
中级橡胶架,中級橡膠架
高级橡胶架,高級橡膠架
初级布料柜,初級布料櫃
中级布料柜,中級布料櫃
高级布料柜,高級布料櫃
初级储油箱,初級儲油箱
中级储油箱,中級儲油箱
高级储油箱,高級儲油箱
初级电路元件箱,初級電路元件箱
中级电路元件箱,中級電路元件箱
高级电路元件箱,高級電路元件箱
初级玻璃架,初級玻璃架
中级玻璃架,中級玻璃架
高级玻璃架,高級玻璃架
初级热武器货架,初級熱武器貨架
中级热武器货架,中級熱武器貨架
高级热武器货架,高級熱武器貨架
初级冷兵器货架,初級冷兵器貨架
中级冷兵器货架,中級冷兵器貨架
高级冷兵器货架,高級冷兵器貨架
初级防具货架,初級防具貨架
中级防具货架,中級防具貨架
高级防具货架,高級防具貨架
初级散件货架,初級散件貨架
中级散件货架,中級散件貨架
高级散件货架,高級散件貨架
初级保险柜,初級保險櫃
中级保险柜,中級保險櫃
高级保险柜,高級保險櫃
家具描述相关的翻译》↓,家具描述相關的翻譯》↓
大家交钱交货的台子,大家交錢交貨的臺子
一个供您存放铁的容器,一個供您存放鐵的容器
一个供您存放木头的容器,一個供您存放木頭的容器
一个供您存放皮革的容器,一個供您存放皮革的容器
一个方便您存放化学药剂的柜子,一個方便您存放化學藥劑的櫃子
一个供您存放钢的架子,一個供您存放鋼的架子
一个方便您存放橡胶的铁架,一個方便您存放橡膠的鐵架
一个方便您存放布料的好用柜子,一個方便您存放布料的好用櫃子
一个供您存放石油的铁箱,一個供您存放石油的鐵箱
一个供您存放电路元件的容器,一個供您存放電路元件的容器
一个供您存放玻璃的架子,一個供您存放玻璃的架子
用来展示几件大型武器的货架,用來展示幾件大型武器的貨架
这个平面上可以放各种物品,這個平面上可以放各種物品
用来展示衣服或护具的简单木架,用來展示衣服或護具的簡單木架
能够轻松放置许多小物品的轻松货架,能夠輕松放置許多小物品的輕松貨架
用来存放您店铺里的所有物品。可以通过升级扩大空间,用來存放您店鋪裏的所有物品。可以通過升級擴大空間
英雄职业相关的翻译》↓,英雄職業相關的翻譯》↓
武士,武士
护卫,護衛
精英护卫,精英護衛
王牌护卫,王牌護衛
壁垒守卫,壁壘守衛
突击手,突擊手
精英突击手,精英突擊手
王牌突击手,王牌突擊手
毁灭战士,毀滅戰士
指挥官,指揮官
精英指挥官,精英指揮官
王牌指挥官,王牌指揮官
将军,將軍
猎人,獵人
射手,射手
精英射手,精英射手
王牌射手,王牌射手
传奇狙击手,傳奇狙擊手
侦探,偵探
精英侦探,精英偵探
王牌侦探,王牌偵探
黄金特工,黃金特工
忍者,忍者
精英忍者,精英忍者
王牌忍者,王牌忍者
银翼杀手,銀翼殺手
学者,學者
医生,醫生
精英医生,精英醫生
王牌医生,王牌醫生
战地天使,戰地天使
教授,教授
精英教授,精英教授
王牌教授,王牌教授
传奇院士,傳奇院士
修士,修士
精英修士,精英修士
王牌修士,王牌修士
主教,主教
英雄职业描述相关的翻译》↓,英雄職業描述相關的翻譯》↓
身强体壮的战士，是保护队伍的盾牌,身強體壯的戰士，是保護隊伍的盾牌
比起一般的战士，更加擅长进行队伍保护,比起一般的戰士，更加擅長進行隊伍保護
身着重甲的护卫，可以抵挡大量伤害,身著重甲的護衛，可以抵擋大量傷害
护卫中的精英，被人们视作保护神,護衛中的精英，被人們視作保護神
像堡垒一样沉稳，能够守护一方城市的存在,像堡壘一樣沈穩，能夠守護一方城市的存在
能抗能打，队伍中坚,能抗能打，隊伍中堅
经验丰富的突击手，可以从容应对任务,經驗豐富的突擊手，可以從容應對任務
老练的突击手，带领队伍完成任务,老練的突擊手，帶領隊伍完成任務
具备强大能力的突击手，被冠以“毁灭战士”之称号,具備強大能力的突擊手，被冠以“毀滅戰士”之稱號
从战士中选拔出具有指挥天赋的人才,從戰士中選拔出具有指揮天賦的人才
在数次战斗中展露头角的指挥官,在數次戰鬥中展露頭角的指揮官
团队的头脑，可以熟练地应对各种情形下的战斗,團隊的頭腦，可以熟練地應對各種情形下的戰鬥
最为杰出的指挥官，城市的领导者之一,最為傑出的指揮官，城市的領導者之一
擅长在野外收集生存物资,擅長在野外收集生存物資
准头格外好的猎人，专精设计,準頭格外好的獵人，專精設計
具有极佳的射击水平，百发百中,具有極佳的射擊水平，百發百中
杰出的射击水平已经让他声名远扬,傑出的射擊水平已經讓他聲名遠揚
射手们景仰的对象，已经成为了一个传说般的存在,射手們景仰的對象，已經成為了一個傳說般的存在
具备强大的洞察力，能从环境中发现更多的细节,具備強大的洞察力，能從環境中發現更多的細節
已经利用自己出色的洞察力解决了数起事件，名声显露,已經利用自己出色的洞察力解決了數起事件，名聲顯露
侦探中的王牌，被众人所寄予厚望的存在,偵探中的王牌，被眾人所寄予厚望的存在
以侦探之名为掩护，实际上是杰出的特工,以偵探之名為掩護，實際上是傑出的特工
